frase_teste,saida_correta,predicao_sistema
segundo ele israel não quer cumprir parte de o acordo especialmente a unk de tropas de a unk $. $¶,"['ADV', 'PERS', 'I', 'ADV', 'V', 'V', 'N', 'PRP', 'DET', 'N', 'ADV', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'C', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'V', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
unk diz que o unk de os unk não melhorou desde o acordo de paz $. $¶,"['T', 'V', 'KS', 'DET', 'N', 'PRP', 'DET', 'N', 'ADV', 'V', 'PRP', 'DET', 'N', 'PRP', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP']"
e se unk o impasse em o diálogo a unk $( unk em os unk ocupados $) pode ser retomada $. $¶,"['KC', 'KS', 'V', 'DET', 'N', 'PRP', 'DET', 'N', 'DET', 'N', 'PU', 'N', 'PRP', 'DET', 'N', 'ADJ', 'PU', 'V', 'V', 'V', 'PU', 'PU']","['DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
unk 37 é um unk com cidadania unk $. $¶,"['T', 'NUM', 'V', 'DET', 'N', 'PRP', 'N', 'ADJ', 'PU', 'PU']","['PRP', 'NUM', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
unk se em medicina por a unk e trabalha como unk em a parte leste de unk $. $¶,"['V', 'PERS', 'PRP', 'N', 'PRP', 'DET', 'U', 'KC', 'V', 'ADV', 'N', 'PRP', 'DET', 'N', 'N', 'PRP', 'J', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'ADJ', 'N', 'PRP', 'DET', 'N']"
é o médico unk de unk mulher de unk e foi ele quem deu a o líder unk a notícia de que teria um filho $. $¶,"['V', 'DET', 'N', 'ADJ', 'PRP', 'S', 'N', 'PRP', 'A', 'KC', 'V', 'PERS', 'SPEC', 'V', 'PRP', 'DET', 'N', 'ADJ', 'DET', 'N', 'PRP', 'SPEC', 'V', 'DET', 'N', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'V', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'DET', 'N']"
unk é ainda unk de o diálogo entre a unk $( principal grupo de a olp $) e a organização unk unk unk depois de o unk de 18 de novembro que deixou 13 mortos $. $¶,"['T', 'V', 'ADV', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'F', 'PU', 'SUP', 'N', 'PRP', 'DET', 'OLP', 'PU', 'KC', 'DET', 'N', 'ADJ', 'H', 'V', 'ADV', 'PRP', 'DET', 'N', 'PRP', 'NUM', 'PRP', 'N', 'SPEC', 'V', 'NUM', 'ADJ', 'PU', 'PU']","['DET', 'N', 'PRP', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'V', 'UNK', 'UNK', 'UNK', 'DET', 'N', 'PRP', 'UNK', 'DET', 'N', 'PRP', 'N', 'PRP', 'NUM', 'N', 'PRP', 'DET', 'N']"
o assessor de unk unk em concorrer a o parlamento unk em unk $. $¶,"['DET', 'N', 'PRP', 'A', 'V', 'PRP', 'V', 'PRP', 'DET', 'N', 'ADJ', 'PRP', 'NUM', 'PU', 'PU']","['DET', 'N', 'PRP', 'UNK', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'NUM', 'UNK', 'N', 'PRP', 'DET', 'N']"
sua eleição unk a situação unk de um conselheiro de o líder unk com poder de voto em o parlamento unk $. $¶,"['S', 'N', 'V', 'DET', 'N', 'ADJ', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'ADJ', 'PRP', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'ADJ', 'PU', 'PU']","['PRP', 'NUM', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PU', 'PRP', 'DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'PU', 'DET', 'N', 'ADJ', 'UNK', 'DET', 'N']"
unk de essas unk de unk disse unk em a entrevista concedida a a folha $. $¶,"['N', 'PRP', 'DET', 'N', 'PRP', 'N', 'V', 'T', 'PRP', 'DET', 'N', 'V', 'PRP', 'DET', 'F', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
folha unk como está unk o processo de paz $? $¶,"['N', 'PU', 'ADV', 'V', 'V', 'DET', 'N', 'PRP', 'N', 'PU', 'PU']","['DET', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
unk unk não muito bem $. $¶,"['A', 'PU', 'ADV', 'DET', 'ADV', 'PU', 'PU']","['DET', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N']"
unk bem o acordo foi unk e assinado por os dois unk mas em as últimas semanas o governo unk está se unk como=se não unk respeitar a segunda parte de o acordo interino $. $¶,"['V', 'ADV', 'DET', 'N', 'V', 'V', 'KC', 'V', 'PRP', 'DET', 'NUM', 'N', 'KC', 'PRP', 'DET', 'NUM', 'N', 'DET', 'N', 'ADJ', 'V', 'PERS', 'V', 'KS', 'ADV', 'V', 'V', 'DET', 'NUM', 'N', 'PRP', 'DET', 'N', 'ADJ', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'PU', 'PU', 'PU', 'PU', 'PU', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'DET', 'N', 'UNK', 'V', 'DET', 'N', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
especialmente israel não quer unk suas tropas unk em a unk como unk o artigo 13 de a unk $. $¶,"['ADV', 'I', 'ADV', 'V', 'V', 'S', 'N', 'V', 'PRP', 'DET', 'C', 'ADV', 'V', 'DET', 'N', 'NUM', 'PRP', 'DET', 'D', 'PU', 'PU']","['N', 'PRP', 'DET', 'N', 'UNK', 'ADJ', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N']"
lá está escrito que as tropas têm que ser unk antes de as eleições $( para a autoridade unk em os unk ocupados $) $. $¶,"['ADV', 'V', 'V', 'KS', 'DET', 'N', 'V', 'KS', 'V', 'V', 'ADV', 'PRP', 'DET', 'N', 'PU', 'PRP', 'DET', 'N', 'ADJ', 'PRP', 'DET', 'N', 'ADJ', 'PU', 'PU', 'PU']","['DET', 'N', 'SPEC', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'V', 'PRP', 'DET', 'N']"
e as eleições deveriam ter sido em julho passado $. $¶,"['KC', 'DET', 'N', 'V', 'V', 'V', 'PRP', 'N', 'ADJ', 'PU', 'PU']","['DET', 'N', 'PRP', 'ADJ', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
folha unk israel diz que é unk segurança $. $¶,"['F', 'PU', 'I', 'V', 'KS', 'V', 'PRP', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'PRP', 'DET', 'N']"
unk unk sabe você pode sempre dar a unk de a segurança $. $¶,"['T', 'PU', 'V', 'PERS', 'V', 'ADV', 'V', 'DET', 'N', 'PRP', 'DET', 'N', 'PU', 'PU']","['DET', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N']"
eu acho que eles estão unk em respeitar a unk de o acordo $. $¶,"['PERS', 'V', 'KS', 'PERS', 'V', 'V', 'PRP', 'V', 'DET', 'N', 'PRP', 'DET', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
se os unk unk este artigo nós não queremos porque não nos unk bem com ele seria um unk $. $¶,"['KS', 'DET', 'N', 'V', 'DET', 'N', 'PERS', 'ADV', 'V', 'KS', 'ADV', 'PERS', 'V', 'ADV', 'PRP', 'PERS', 'V', 'DET', 'N', 'PU', 'PU']","['DET', 'N', 'UNK', 'UNK', 'PRP', 'DET', 'DET', 'N', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
mas quando os israelenses dizem isso parece que todo=mundo justifica $. $¶,"['KC', 'ADV', 'DET', 'N', 'V', 'SPEC', 'V', 'KS', 'SPEC', 'V', 'PU', 'PU']","['PRP', 'DET', 'N', 'PU', 'PU', 'N', 'PRP', 'N', 'KC', 'PRP', 'DET', 'N']"
folha unk não há hipótese de eleições sem retirada unk $? $¶,"['F', 'PU', 'ADV', 'V', 'N', 'PRP', 'N', 'PRP', 'N', 'ADJ', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'V', 'PRP', 'DET', 'N', 'UNK', 'PRP', 'DET']"
unk unk é unk $. $¶,"['T', 'PU', 'V', 'ADJ', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
as tropas têm que sair de as cidades unk e unk como diz o acordo $. $¶,"['DET', 'N', 'V', 'KS', 'V', 'PRP', 'DET', 'N', 'N', 'KC', 'N', 'ADV', 'V', 'DET', 'N', 'PU', 'PU']","['N', 'PRP', 'V', 'DET', 'ADJ', 'PRP', 'DET', 'N', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
folha unk é esse o principal risco a o acordo de paz agora $? $¶,"['F', 'PU', 'V', 'DET', 'DET', 'SUP', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'ADV', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
unk unk sim esse é o maior risco $. $¶,"['T', 'PU', 'ADV', 'DET', 'V', 'DET', 'KOMP', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
o segundo maior risco são os grupos que estão unk contra o processo de paz de os dois unk $. $¶,"['DET', 'NUM', 'KOMP', 'N', 'V', 'DET', 'N', 'SPEC', 'V', 'V', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'NUM', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N']"
mas o maior risco é a vontade unk de não cumprir o acordo $. $¶,"['KC', 'DET', 'KOMP', 'N', 'V', 'DET', 'N', 'ADJ', 'PRP', 'ADV', 'V', 'DET', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N', 'V', 'PRP', 'DET', 'N', 'PRP']"
folha unk o sr. diz que os israelenses têm a intenção unk de não cumprir o acordo $? $¶,"['F', 'PU', 'DET', 'N', 'V', 'KS', 'DET', 'N', 'V', 'DET', 'N', 'V', 'PRP', 'ADV', 'V', 'DET', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'PRP', 'DET', 'N', 'PRP']"
unk unk eles dizem isso unk $. $¶,"['T', 'PU', 'PERS', 'V', 'SPEC', 'ADV', 'PU', 'PU']","['DET', 'UNK', 'N', 'PU', 'PU', 'UNK', 'DET', 'N']"
o premiê de israel unk disse a unk em unk $( após o recebimento de o unk de a paz $) $: faça eleições sem retirada de tropas de a unk $. $¶,"['DET', 'N', 'PRP', 'I', 'Y', 'V', 'PRP', 'A', 'PRP', 'O', 'PU', 'PRP', 'DET', 'N', 'PRP', 'DET', 'P', 'PRP', 'DET', 'N', 'PU', 'PU', 'V', 'N', 'PRP', 'N', 'PRP', 'N', 'PRP', 'DET', 'C', 'PU', 'PU']","['DET', 'N', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'V', 'PRP', 'DET', 'UNK', 'N', 'PRP', 'DET', 'N', 'PU', 'PU', 'PRP', 'DET', 'N', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
folha unk é um unk ou o impasse vai ser unk $? $¶,"['F', 'PU', 'V', 'DET', 'N', 'KC', 'DET', 'N', 'V', 'V', 'V', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
unk unk eu sou um otimista unk $. $¶,"['T', 'PU', 'PERS', 'V', 'DET', 'N', 'ADJ', 'PU', 'PU']","['DET', 'UNK', 'DET', 'N', 'PRP', 'V', 'UNK', 'DET', 'N']"
unk que isso seja unk $. $¶,"['V', 'KS', 'SPEC', 'V', 'V', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N']"
mas unk temos um problema um grande problema $. $¶,"['KC', 'ADV', 'V', 'DET', 'N', 'DET', 'ADJ', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
folha unk quanto tempo o sr. acredita que vai levar para a unk de o acordo $? $¶,"['N', 'PU', 'ADV', 'N', 'DET', 'N', 'V', 'KS', 'V', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PU', 'PU']","['DET', 'UNK', 'N', 'PRP', 'DET', 'N', 'V', 'DET', 'N', 'PU', 'PU', 'PU', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP']"
unk unk acredito que o estado unk será constituído unk cinco anos $. $¶,"['T', 'PU', 'V', 'KS', 'DET', 'N', 'ADJ', 'V', 'V', 'PRP', 'NUM', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PU', 'UNK', 'PRP', 'DET', 'N', 'PRP']"
folha unk a vida melhorou para os unk desde o acordo $? $¶,"['F', 'PU', 'DET', 'N', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PU', 'PU']","['DET', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
unk unk não há uma unk unk em o unk de o ponto=de=vista econômico $. $¶,"['T', 'PU', 'ADV', 'V', 'NUM', 'V', 'ADJ', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'ADJ', 'PU', 'PU']","['DET', 'UNK', 'DET', 'N', 'PRP', 'UNK', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'DET', 'N', 'PRP']"
há unk unk porque a ajuda de os países unk não chegou $. $¶,"['V', 'ADV', 'N', 'KS', 'DET', 'N', 'PRP', 'DET', 'N', 'N', 'ADV', 'V', 'PU', 'PU']","['DET', 'UNK', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'N', 'PRP', 'DET', 'N']"
folha unk os países europeus dizem que unk não unk unk de o unk $... $¶,"['F', 'PU', 'DET', 'N', 'ADJ', 'V', 'KS', 'A', 'ADV', 'V', 'N', 'PRP', 'DET', 'B', 'PU', 'PU']","['DET', 'UNK', 'N', 'PRP', 'DET', 'PU', 'PU', 'UNK', 'N', 'UNK', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N']"
unk unk todas=as unk de eles foram unk unk $. $¶,"['T', 'PU', 'DET', 'N', 'PRP', 'PERS', 'V', 'V', 'ADV', 'PU', 'PU']","['DET', 'UNK', 'V', 'UNK', 'PRP', 'DET', 'N', 'UNK', 'UNK', 'DET', 'N']"
nós estamos unk para unk para unk $. $¶,"['PERS', 'V', 'ADJ', 'PRP', 'N', 'PRP', 'N', 'PU', 'PU']","['DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
mas eles estão unk unk a política econômica de a unk $. $¶,"['KC', 'PERS', 'V', 'V', 'V', 'DET', 'N', 'ADJ', 'PRP', 'DET', 'A', 'PU', 'PU']","['DET', 'N', 'PRP', 'UNK', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
isto é totalmente unk $. $¶,"['SPEC', 'V', 'ADV', 'ADJ', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
folha unk é verdade que unk está unk popularidade $? $¶,"['F', 'PU', 'V', 'N', 'SPEC', 'A', 'V', 'V', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'N', 'UNK', 'N', 'PRP', 'DET']"
unk unk sempre=que há miséria e pobreza e a presença contínua de o unk é natural que a oposição unk peso $. $¶,"['T', 'PU', 'ADV', 'V', 'N', 'KC', 'N', 'KC', 'DET', 'N', 'ADJ', 'PRP', 'DET', 'N', 'V', 'N', 'SPEC', 'DET', 'N', 'V', 'N', 'PU', 'PU']","['DET', 'UNK', 'PERS', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'PRP', 'DET', 'UNK', 'N', 'ADJ', 'N', 'V', 'ADV', 'UNK', 'PRP', 'DET', 'N']"
as pessoas querem ver unk $. $¶,"['DET', 'N', 'V', 'V', 'N', 'PU', 'PU']","['DET', 'N', 'V', 'DET', 'UNK', 'DET', 'N']"
não há unk visíveis além=de o fato de que se unk a unk $. $¶,"['ADV', 'V', 'N', 'ADJ', 'PRP', 'DET', 'N', 'PRP', 'KS', 'PERS', 'V', 'DET', 'A', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N']"
mas unk ainda é o mais popular líder de os unk $. $¶,"['KC', 'A', 'ADV', 'V', 'DET', 'KOMP', 'ADJ', 'N', 'PRP', 'DET', 'N', 'PU', 'PU']","['DET', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N']"
folha unk há perigo de algum radical de o unk tentar assassinar unk $? $¶,"['F', 'PU', 'V', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'H', 'V', 'V', 'A', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'NUM', 'N', 'PRP', 'UNK', 'NUM', 'N', 'UNK', 'PRP', 'DET']"
unk unk não acredito $. $¶,"['T', 'PU', 'ADV', 'V', 'PU', 'PU']","['DET', 'UNK', 'N', 'PRP', 'DET', 'N']"
eles o unk como o líder de o povo unk mesmo se unk de ele politicamente $. $¶,"['PERS', 'PERS', 'V', 'ADV', 'DET', 'N', 'PRP', 'DET', 'N', 'ADJ', 'ADV', 'KS', 'V', 'PRP', 'PERS', 'ADV', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'UNK', 'DET', 'N', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP']"
folha unk há algum tipo de diálogo com o unk $? $¶,"['F', 'PU', 'V', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'H', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
unk unk foi criado um unk de trabalho conjunto entre o unk e a unk com três membros de cada lado e dois unk $. $¶,"['T', 'PU', 'V', 'N', 'DET', 'N', 'PRP', 'N', 'ADJ', 'PRP', 'DET', 'H', 'KC', 'DET', 'F', 'PRP', 'NUM', 'N', 'PRP', 'DET', 'N', 'KC', 'NUM', 'N', 'PU', 'PU']","['DET', 'UNK', 'V', 'V', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PU', 'PU', 'PU', 'PU', 'PU', 'PU', 'UNK', 'DET', 'N']"
eu sou unk por os unk dentro=de israel $. $¶,"['PERS', 'V', 'N', 'PRP', 'DET', 'N', 'PRP', 'I', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'N', 'PRP', 'DET', 'N']"
folha unk o que se conseguiu com o unk até agora $? $¶,"['F', 'PU', 'DET', 'SPEC', 'PERS', 'V', 'PRP', 'DET', 'N', 'PRP', 'ADV', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
unk unk unk em unk depois de o unk de a mesquita $. $¶,"['T', 'PU', 'N', 'PRP', 'N', 'ADV', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PU', 'PU']","['DET', 'UNK', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N']"
e estamos unk o relacionamento entre o unk e a unk $. $¶,"['KC', 'V', 'V', 'DET', 'N', 'PRP', 'DET', 'H', 'KC', 'DET', 'A', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N']"
folha unk eles vão participar de as eleições $? $¶,"['F', 'PU', 'PERS', 'V', 'V', 'PRP', 'DET', 'N', 'PU', 'PU']","['DET', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
unk unk a decisão é de eles $. $¶,"['T', 'PU', 'DET', 'N', 'V', 'PRP', 'PERS', 'PU', 'PU']","['DET', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
alguns membros de o unk já foram incorporados a o sistema unk para pertencer a a autoridade $. $¶,"['DET', 'N', 'PRP', 'DET', 'H', 'ADV', 'V', 'V', 'PRP', 'DET', 'N', 'V', 'PRP', 'V', 'PRP', 'DET', 'N', 'PU', 'PU']","['V', 'PU', 'PU', 'PU', 'UNK', 'DET', 'N', 'PU', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET']"
folha unk pode haver recuo em o processo de paz se o unk ganhar as eleições em israel $? $¶,"['F', 'PU', 'V', 'V', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'KS', 'DET', 'L', 'V', 'DET', 'N', 'PRP', 'I', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'PRP', 'N', 'PRP', 'N', 'PRP', 'N', 'PRP']"
unk unk seria um desastre $. $¶,"['T', 'PU', 'V', 'DET', 'N', 'PU', 'PU']","['DET', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP']"
eu não acho que eles iriam unk o acordo mas unk de unk cada=um de seus artigos $. $¶,"['PERS', 'ADV', 'V', 'KS', 'PERS', 'V', 'V', 'DET', 'N', 'KC', 'V', 'PRP', 'N', 'SPEC', 'PRP', 'S', 'N', 'PU', 'PU']","['PRP', 'DET', 'N', 'V', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'PRP', 'DET', 'N', 'PRP']"
folha unk a unk de a unk mudou $? $¶,"['F', 'PU', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
qual é o sentimento hoje de os jovens e crianças que até um ano unk unk unk em os israelenses $? $¶,"['DET', 'V', 'DET', 'N', 'ADV', 'PRP', 'DET', 'ADJ', 'KC', 'N', 'SPEC', 'PRP', 'NUM', 'N', 'ADV', 'V', 'N', 'PRP', 'DET', 'N', 'PU', 'PU']","['V', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'UNK', 'UNK', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET']"
unk unk em a unk eles têm os mesmos sentimentos $. $¶,"['T', 'PU', 'PRP', 'DET', 'C', 'PERS', 'V', 'DET', 'KOMP', 'N', 'PU', 'PU']","['DET', 'UNK', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'V', 'DET', 'N']"
porque a ocupação está lá $. $¶,"['KS', 'DET', 'N', 'V', 'ADV', 'PU', 'PU']","['DET', 'N', 'PRP', 'N', 'V', 'DET', 'N']"
em unk a maior parte de as tropas se foi mas eles estão muito unk porque os unk ficaram $. $¶,"['PRP', 'N', 'DET', 'KOMP', 'N', 'PRP', 'DET', 'N', 'KS', 'V', 'KC', 'PERS', 'V', 'ADV', 'ADJ', 'KS', 'DET', 'N', 'V', 'PU', 'PU']","['DET', 'UNK', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
se a situação continuar ruim a unk pode voltar $. $¶,"['KS', 'DET', 'N', 'V', 'ADJ', 'DET', 'N', 'V', 'V', 'PU', 'PU']","['PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'UNK', 'PRP', 'DET', 'N', 'PRP']"
folha unk como unk o sr. vai unk a unk de unk mulher de unk $? $¶,"['N', 'PU', 'ADV', 'ADJ', 'DET', 'N', 'V', 'V', 'DET', 'N', 'PRP', 'S', 'N', 'PRP', 'A', 'PU', 'PU']","['DET', 'N', 'PRP', 'UNK', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'UNK', 'V', 'PRP', 'DET', 'N', 'PRP']"
unk unk eu sou o médico unk de ela $. $¶,"['T', 'PU', 'PERS', 'V', 'DET', 'N', 'ADJ', 'PRP', 'PERS', 'PU', 'PU']","['DET', 'UNK', 'DET', 'N', 'PRP', 'N', 'UNK', 'N', 'PRP', 'DET', 'N']"
unk eu quem disse a unk que ele ia ser pai $. $¶,"['V', 'PERS', 'SPEC', 'V', 'PRP', 'A', 'KS', 'PERS', 'V', 'V', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'N', 'V', 'DET', 'N']"
folha unk como ele recebeu a notícia $? $¶,"['N', 'PU', 'ADV', 'PERS', 'V', 'DET', 'N', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP']"
unk unk eu unk para ele de aqui $. $¶,"['T', 'PU', 'PERS', 'V', 'PRP', 'PERS', 'PRP', 'ADV', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET', 'N', 'PRP', 'DET']"
ele disse $: obrigado obrigado $. $¶,"['PERS', 'V', 'PU', 'V', 'ADJ', 'PU', 'PU']","['PRP', 'DET', 'N', 'V', 'V', 'DET', 'N']"
obrigado $. $¶,"['IN', 'PU', 'PU']","['V', 'DET', 'N']"
$( unk $) $¶,"['PU', 'D', 'PU', 'PU']","['DET', 'N', 'PRP', 'DET']"
